id,xpos,ypos
h_0,0.5085309046164637,0.748370160544418
h_1,0.40817668943144125,0.7555817398204492
h_2,0.39363560457911195,0.7964508790359774
h_3,0.422625852553,0.7180984368052192
h_4,0.352464644018595,0.8335779591545545
h_5,0.7553420210183128,0.7925452802277297
h_6,0.49312398506593025,0.4642752478123723
h_7,0.49466246369389233,0.44636568928377596
h_8,0.8005520425832525,0.08143455487223417
h_9,0.7977166096303303,0.09162287268568681
h_10,0.7948110763857592,0.10147195076098936
h_11,0.8030937403922592,0.1043209176750195
h_12,0.812694711916158,0.10760470528476285
h_13,0.8226201781649982,0.11102318472660966
h_14,0.8341409226441017,0.11437284595786967
h_15,0.8473546829225853,0.11906543115996415
h_16,0.860594231442808,0.12379669729582576
h_17,0.8589175493165317,0.13549149957260842
h_18,0.8548790834782014,0.14937480479854726
h_19,0.8105555467735813,0.21842824753659018
h_20,0.7968254448772462,0.26725176315068044
h_21,0.9345930350714182,0.24442405925275978
h_22,0.7918825613657522,0.3048231112020341
h_23,0.8248809209556855,0.31665199285982426
h_24,0.7328177987237863,0.3077725773151442
h_25,0.5837110879761345,0.31978981023798625
h_26,0.5959765855543829,0.3251732697551727
h_27,0.6082161985261111,0.3305328447868653
h_28,0.648931010659958,0.366600109123974
h_29,0.6369765575416104,0.361305304509854
h_30,0.6248925804377928,0.35593250132891363
h_31,0.5849235254949958,0.39429319814494546
h_32,0.573039606425884,0.38907264608571523
h_33,0.5609848898929147,0.3837608199068927
h_34,0.5735541160654885,0.42612155348552816
h_35,0.5617052801092739,0.42111412382425695
h_36,0.5495485516702348,0.41594288310204797
h_37,0.538374098157276,0.44762993890482683
h_38,0.562605138133378,0.4581311951211744
h_39,0.5506287502815519,0.4529580125041236
h_40,0.5906444920264868,0.4518279018850646
h_41,0.6147344379238178,0.4623769902340511
h_42,0.6026669879842541,0.45710312235888617
h_43,0.5787816640211234,0.48374233332033356
h_44,0.6032575734416565,0.4945665996741325
h_45,0.5910583070652261,0.48915983548930364
h_46,0.8632257081668049,0.32746726454465835
h_47,0.8761873841727105,0.33174787393925886
h_48,0.889175422515225,0.33599349286775926
h_49,0.9021766131955403,0.3402470782902204
h_50,0.9151833942249079,0.3444741154563534
h_51,0.9127632779705543,0.30429104194931444
h_52,0.8999090748860192,0.29985429707508593
h_53,0.8869323865728547,0.2955147057928783
h_54,0.8739672439051664,0.291247755993993
h_55,0.9193891337573648,0.3335460289883536
h_56,0.9233069148111128,0.3198850270132827
h_57,0.9295983617980474,0.2976977742952631
h_58,0.9330886662238937,0.28522456186147405
h_59,0.9362220019130761,0.27418654290405187
h_60,0.9244774281136585,0.30817631612715357
h_61,0.8950125993223956,0.2516361676560821
h_62,0.8979030342715724,0.24099807122907835
h_63,0.8922780771540104,0.26182038474181557
h_64,0.9200117857924797,0.27115795083211336
h_65,0.9005350361289386,0.26457295046991736
h_66,0.9101491762406211,0.2677768054674222
h_67,0.7792137503544773,0.2077766938192397
h_68,0.7692262746621428,0.20421186847903094
h_69,0.7596295407512521,0.20083144890911597
h_70,0.7816153843920938,0.2319191823723613
h_71,0.784728953756301,0.22113272287254748
h_72,0.787747768297854,0.21069289368248845
h_73,0.7480333673743447,0.23644722673263374
h_74,0.7512194857057675,0.22575815464857973
h_75,0.7448110609670898,0.24748745593458388
h_76,0.7417919120136858,0.25762736762300575
h_77,0.7696918195145934,0.26731383865208436
h_78,0.7597339111298581,0.2638607484207379
h_79,0.7501559745808496,0.2604782930127162
h_80,0.7632825034481266,0.2941294669683866
h_81,0.76021400881476,0.3048138375300493
h_82,0.7572889764156345,0.31513776055374043
h_83,0.7658628610771372,0.31809123084386315
h_84,0.8303542370547881,0.16335222035707264
h_85,0.8299823714161754,0.16849981319306717
