id,xpos,ypos
n_id0,0.0,0.803149825115911
n_id1,0.0,0.803149825115911
n_id2,0.012858069277037365,0.7536488543420212
n_id3,0.012858069277037365,0.7536488543420212
n_id4,0.013405934837545375,0.7517152359418946
n_id5,0.013405934837545375,0.7517152359418946
n_id6,0.02994253002080527,0.749394895178637
n_id7,0.02994253002080527,0.749394895178637
n_id8,0.052472103580133544,0.749394895178637
n_id9,0.052472103580133544,0.749394895178637
n_id10,0.06572150540039445,0.7544223019814327
n_id11,0.06572150540039445,0.7544223019814327
n_id12,0.09506026521168431,0.7706647392878208
n_id13,0.09506026521168431,0.7706647392878208
n_id14,0.1281893602272115,0.7950285272563995
n_id15,0.1281893602272115,0.7950285272563995
n_id16,0.6957668999753729,0.7180704355079319
n_id17,0.6957668999753729,0.7180704355079319
n_id18,0.6681835461436954,0.746301109730038
n_id19,0.6681835461436954,0.746301109730038
n_id20,0.6496902882443794,0.7652505856957585
n_id21,0.6496902882443794,0.7652505856957585
n_id22,0.058610434043724235,0.7331525500700375
n_id23,0.058610434043724235,0.7331525500700375
n_id24,0.060254030725211516,0.7265782875407722
n_id25,0.060254030725211516,0.7265782875407722
n_id26,0.05391444352511565,0.6929337128051127
n_id27,0.05391444352511565,0.6929337128051127
n_id28,0.078792012343736,0.680945489055581
n_id29,0.078792012343736,0.680945489055581
n_id30,0.15155750352199426,0.8054701991652153
n_id31,0.15155750352199426,0.8054701991652153
n_id32,0.14234441736174552,0.7954152553262879
n_id33,0.14234441736174552,0.7954152553262879
n_id34,0.141326952749384,0.7911612487474367
n_id35,0.141326952749384,0.7911612487474367
n_id36,0.12134663118582834,0.775305448592249
n_id37,0.12134663118582834,0.775305448592249
n_id38,0.09452358058095078,0.7532621305820866
n_id39,0.09452358058095078,0.7532621305820866
n_id40,0.08316375589796432,0.745527663766975
n_id41,0.08316375589796432,0.745527663766975
n_id42,0.07651110266329952,0.7412737138239673
n_id43,0.07651110266329952,0.7412737138239673
n_id44,0.06441333661304971,0.735472880775204
n_id45,0.06441333661304971,0.735472880775204
n_id46,0.058610434043724235,0.7331525500700375
n_id47,0.058610434043724235,0.7331525500700375
n_id48,0.04103401238848026,0.7292853354204814
n_id49,0.04103401238848026,0.7292853354204814
n_id50,0.03223462063105309,0.7269650085475596
n_id51,0.03223462063105309,0.7269650085475596
n_id52,0.12153670699255903,0.722324359109831
n_id53,0.12153670699255903,0.722324359109831
n_id54,0.13790558822872312,0.6693440187202491
n_id55,0.13790558822872312,0.6693440187202491
n_id56,0.1790178671258088,0.7996692667351009
n_id57,0.1790178671258088,0.7996692667351009
n_id58,0.1806502828775216,0.7946417992260522
n_id59,0.1806502828775216,0.7946417992260522
n_id60,0.1578635479326439,0.7845868844432189
n_id61,0.1578635479326439,0.7845868844432189
n_id62,0.13484201346183955,0.7644771358209093
n_id63,0.13484201346183955,0.7644771358209093
n_id64,0.13429414790133154,0.7625435118331074
n_id65,0.13429414790133154,0.7625435118331074
n_id66,0.13484201346183955,0.7594497155282438
n_id67,0.13484201346183955,0.7594497155282438
n_id68,0.24847380308145772,0.716910275364397
n_id69,0.24847380308145772,0.716910275364397
n_id70,0.13790558822872312,0.6693440187202491
n_id71,0.13790558822872312,0.6693440187202491
n_id72,0.18698987007760515,0.690613408440595
n_id73,0.18698987007760515,0.690613408440595
n_id74,0.24847380308145772,0.716910275364397
n_id75,0.24847380308145772,0.716910275364397
n_id76,0.31355799548287844,0.6310594214529257
n_id77,0.31355799548287844,0.6310594214529257
n_id78,0.29905632952437833,0.6689573036602229
n_id79,0.29905632952437833,0.6689573036602229
n_id80,0.2938348353048843,0.6828790709365062
n_id81,0.2938348353048843,0.6828790709365062
n_id82,0.29112905029183944,0.6898399739719678
n_id83,0.29112905029183944,0.6898399739719678
n_id84,0.28853507457679717,0.6964141720450354
n_id85,0.28853507457679717,0.6964141720450354
n_id86,0.28543795702050423,0.7045352561756295
n_id87,0.28543795702050423,0.7045352561756295
n_id88,0.2756770052997475,0.7292853354204814
n_id89,0.2756770052997475,0.7292853354204814
n_id90,0.3034839777275894,0.9029272067904314
n_id91,0.3034839777275894,0.9029272067904314
n_id92,0.31862295668506335,0.8847505091100257
n_id93,0.31862295668506335,0.8847505091100257
n_id94,0.32406806950064826,0.8762422979395181
n_id95,0.32406806950064826,0.8762422979395181
n_id96,0.32642724568972703,0.8727616716638348
n_id97,0.32642724568972703,0.8727616716638348
n_id98,0.33591985509516,0.8599994029853899
n_id99,0.33591985509516,0.8599994029853899
n_id100,0.3362441020595035,0.8592259335534478
n_id101,0.3362441020595035,0.8592259335534478
n_id102,0.35046624477292976,0.8309944085499912
n_id103,0.35046624477292976,0.8309944085499912
n_id104,0.3584717905140741,0.8039232829724966
n_id105,0.3584717905140741,0.8039232829724966
n_id106,0.36462130190743924,0.7664107608064281
n_id107,0.36462130190743924,0.7664107608064281
n_id108,0.36449831167958857,0.7559691977384242
n_id109,0.36449831167958857,0.7559691977384242
n_id110,0.3584717905140741,0.8039232829724966
n_id111,0.3584717905140741,0.8039232829724966
n_id112,0.34128670140206585,0.7965754397764162
n_id113,0.34128670140206585,0.7965754397764162
n_id114,0.3142623940606831,0.7853603384684791
n_id115,0.3142623940606831,0.7853603384684791
n_id116,0.29627227800260536,0.7799461636429756
n_id117,0.29627227800260536,0.7799461636429756
n_id118,0.29392428274335014,0.7791727107358941
n_id119,0.29392428274335014,0.7791727107358941
n_id120,0.28674612580782444,0.7803328901574369
